Date,Title,URL,md_file,ESG_or_not,Story_Type
2026-05-28,Payday Super resources,https://www.ato.gov.au/businesses-and-organisations/super-for-employers/payday-super/payday-super-resources,152.md,No,
2026-05-27,Final countdown to Payday Super!,https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/self-managed-super-funds-smsf/smsf-newsroom/final-countdown-to-payday-super,153.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-27,Overview of record-keeping rules for business,https://www.ato.gov.au/businesses-and-organisations/preparing-lodging-and-paying/record-keeping-for-business/overview-of-record-keeping-rules-for-business,154.md,No,
2026-05-27,Business deductions,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/income-and-deductions-for-business/deductions,155.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,Landcare operations,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/primary-producers/livestock-and-other-assets/deductions-and-offsets-for-capital-expenditure/landcare-operations,156.md,Yes,Legislative and Statutory Developments
2026-05-27,Instant asset write-off for eligible businesses,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/instant-asset-write-off,157.md,No,
2026-05-27,Taxable payments reporting and contractors,https://www.ato.gov.au/businesses-and-organisations/preparing-lodging-and-paying/reports-and-returns/taxable-payments-annual-report/taxable-payments-reporting-and-contractors,158.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-27,Assets and exclusions,https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/assets-and-exclusions,CLEANED,NO FILE,
2026-05-27,"Walking forward together through science, partnership and action",https://www.csiro.au/en/news/All/Articles/2026/May/Walking-Forward-Together,160.md,Yes,Corporate and Institutional ESG Actions
2026-05-26,Charting her own course: how Brodie’s curiosity and culture are shaping her STEM story,https://www.csiro.au/en/news/All/Articles/2026/May/Curiosity-and-culture-shaping-a-STEM-story,161.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-26,Ancient knowledge and modern science give early warning on plant stress,https://www.csiro.au/en/news/All/Articles/2026/May/Nallawilli-Bunjil,162.md,Yes,Funding and Grant Announcements
2026-05-29,10 Young Indigenous Women showing up in STEM in 2026,https://www.csiro.au/en/news/All/Articles/2026/May/10-Young-Indigenous-Women-showing-up-in-STEM-in-2026,163.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-28,Senate Select Committee inquiry to tax changes is a welcome development,https://www.australianindustrygroup.com.au/news/media-centre/2026/senate-select-committee-inquiry-to-tax-changes-is-a-welcome-development/,164.md,No,
2026-05-26,Opinion: Change course on CGT now to avoid greater costs,https://www.australianindustrygroup.com.au/news/speeches-transcripts/2026/opinion-change-course-on-cgt-now-to-avoid-greater-costs/,165.md,No,
2026-05-29,NIAA launches its Stretch Reconciliation Action Plan 2026-2029,https://www.niaa.gov.au/news-and-media/niaa-launches-its-stretch-reconciliation-action-plan-2026-2029,166.md,Yes,Corporate and Institutional ESG Actions
2026-05-27,CEFC recognised as Responsible Investment Leader,https://www.cefc.com.au/media/in-the-news/cefc-recognised-as-responsible-investment-leader/,167.md,Yes,Corporate and Institutional ESG Actions
2026-05-28,New World Bank Project will Help Transform Ukraine's Social Protection System,http://www.worldbank.org/en/news/press-release/2026/05/28/new-world-bank-project-will-help-transform-ukraines-social-protection-system,168.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-27,"Barbados Can Translate Strong Education Access into Skills for the Future, World Bank Group Review Finds",http://www.worldbank.org/en/news/press-release/2026/05/27/barbados-can-translate-strong-education-access-into-skills-for-the-future-world-bank-group-review-finds,169.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,"World Bank Group Helps Lesotho to Expand Energy Access and Economic Opportunity for Nearly 147,000 People",http://www.worldbank.org/en/news/press-release/2026/05/27/world-bank-group-helps-lesotho-to-expand-energy-access-and-economic-opportunity-for-nearly-147-000-people,170.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-27,World Bank Group Debars China National Technical Import & Export Corporation,http://www.worldbank.org/en/news/press-release/2026/05/27/world-bank-group-debars-china-national-technical-import-export-corporation,171.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-26,Afghanistan’s Economy Shows Resilience but living standards are falling,http://www.worldbank.org/en/news/press-release/2026/05/26/afghanistan-s-economy-shows-resilience-but-living-standards-are-falling,172.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,Resignation of National Anti-Corruption Commissioner,https://www.nacc.gov.au/news-and-media/resignation-national-anti-corruption-commissioner,173.md,No,
2026-05-29,Industry looks to alternatives amid ‘distressing’ VPP snub,https://theenergy.co/article/industry-looks-to-alternatives-amid-distressing-vpp-snub,174.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-29,Gas reservation design: three flaws and a tightrope,https://theenergy.co/article/gas-reservation-design-three-flaws-and-a-tightrope,175.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Renewables will comprise two-thirds of global energy spending this year: IEA,https://theenergy.co/article/renewables-will-comprise-two-thirds-of-all-energy-spending-this-year-iea,176.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Federal energy department dives into demand side,https://theenergy.co/article/federal-energy-department-dives-into-demand-side,177.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Unlocking Australia’s renewables potential starts with coordinated energy planning,https://theenergy.co/article/unlocking-australias-renewables-potential-starts-with-coordinated-energy-planning,178.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,"Key powerline all but built, AEMO ‘cautiously positive’ on transition",https://theenergy.co/article/key-transmission-line-all-but-finished-aemo-cautiously-positive,179.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-26,Final Default Market Offer has some surprise upward revisions,https://theenergy.co/article/final-default-market-offer-has-some-surprise-upward-revisions,180.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-26,Energy ministers cook up smooth transition to new energy underwriting,https://theenergy.co/article/energy-ministers-cook-up-smooth-transition-to-esem,181.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-26,SEC lends clout to Vic gas switching goal 'Easy Electric SEC',https://theenergy.co/article/sec-lends-clout-to-vic-gas-switching-goal,182.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-26,Lack of investor certainty drags renewables: CEC,https://theenergy.co/article/lack-of-investor-certainty-drags-renewable-rollout-cec,183.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,‘Expensive redundant assets’: syncon scrutiny as Transgrid seeks to pass on $400m cost,https://theenergy.co/article/expensive-redundant-assets-syncon-scrutiny-as-transgrid-seeks-to-pass-on-400m-cost,184.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-25,Australians ready to bypass solar and battery barriers,https://theenergy.co/article/australians-ready-to-bypass-solar-and-battery-barriers,185.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Cynata Therapeutics is developing new cell therapies to treat chronic disease and acute conditions,https://www.industry.gov.au/news/cynata-therapeutics-developing-new-cell-therapies-treat-chronic-disease-and-acute-conditions,186.md,Yes,Funding and Grant Announcements
2026-05-25,Domestic Gas Reservation Scheme draft design framework: have your say,https://www.industry.gov.au/news/domestic-gas-reservation-scheme-draft-design-framework-have-your-say,187.md,Yes,Consultation and Policy Design Opportunities
2026-05-25,Australia and UK strengthen partnership on safe and secure AI,https://www.industry.gov.au/news/australia-and-uk-strengthen-partnership-safe-and-secure-ai,188.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-25,Blog Operators trained to keep eyes on the Reef,https://www2.gbrmpa.gov.au/news/operators-trained-keep-eyes-reef,189.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-28,Second Nature Repair Market project registered,https://cer.gov.au/news-and-media/news/2026/may/second-nature-repair-market-project-registered,190.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-30,Leading Manufacturer Turns Up The Heat In Victoria,https://www.premier.vic.gov.au/leading-manufacturer-turns-heat-victoria,191.md,Yes,Funding and Grant Announcements
2026-05-29,Winter Blitz To Remove Another Level Crossing,https://www.premier.vic.gov.au/winter-blitz-remove-another-level-crossing,192.md,No,
2026-05-29,Building Better Libraries Close To Home,https://www.premier.vic.gov.au/building-better-libraries-close-home,193.md,Yes,Funding and Grant Announcements
2026-05-29,More Productive Trees On Farms To Benefit Landowners,https://www.premier.vic.gov.au/more-productive-trees-farms-benefit-landowners,194.md,Yes,Funding and Grant Announcements
2026-05-29,More Green Space For Families In Flemington,https://www.premier.vic.gov.au/more-green-space-families-flemington,195.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Spectacular Melbourne Show To Honour Living Legend,https://www.premier.vic.gov.au/spectacular-melbourne-show-honour-living-legend,196.md,Yes,Funding and Grant Announcements
2026-05-29,Cutting Power Bills With $11 Billion In Renewables,https://www.premier.vic.gov.au/cutting-power-bills-11-billion-renewables,197.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Liberal And National Cuts Coming To Regional Victoria,https://www.premier.vic.gov.au/liberal-and-national-cuts-coming-regional-victoria,198.md,Yes,Parliamentary and Political Proceedings
2026-05-29,"Delivering Better, Faster Specialist Care Across Victoria",https://www.premier.vic.gov.au/delivering-better-faster-specialist-care-across-victoria,199.md,Yes,State and Local Government Programs
2026-05-28,Navigating the dry times and ongoing conservation management,https://www.nsw.gov.au/departments-and-agencies/dcceew/nsw-biodiversity-conservation-trust/news/dry-conditions,200.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-29,Victorian local heritage guidelines,https://www.planning.vic.gov.au/news/articles/victorian-local-heritage-guidelines,201.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-26,New legislation boosting consumer protection and confidence to build and buy,https://www.planning.vic.gov.au/news/articles/new-legislation-boosting-consumer-protection-and-confidence-to-build-and-buy,202.md,Yes,Legislative and Statutory Developments
2026-05-26,Resources to enhance RTO capability in supporting VET students with disability and mental health,https://www.dewr.gov.au/newsroom/articles/resources-enhance-rto-capability-supporting-vet-students-disability-and-mental-health,203.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,From learning to earning: inside the WorkFoundations experience,https://www.dewr.gov.au/newsroom/articles/learning-earning-inside-workfoundations-experience,204.md,Yes,Funding and Grant Announcements
2026-05-28,Transferring and closed programs,https://www.sustainability.vic.gov.au/news/news-articles/transferring-and-closed-programs,205.md,Yes,Misc
2026-05-25,$20k awarded to circular economy innovators,https://www.greenindustries.sa.gov.au/news/circular-impact-accelerator-pitch-night-2026,206.md,Yes,Funding and Grant Announcements
2026-05-30,Joint media release: Albanese Labor Government delivers additional diesel to Queensland,https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-albanese-labor-government-delivers-additional-diesel-queensland,207.md,Yes,Funding and Grant Announcements
2026-05-30,Government maintains fuel security,https://minister.dcceew.gov.au/bowen/media-releases/government-maintains-fuel-security,208.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-29,"More EV drivers to charge cheap, power homes and sell back to the grid",https://minister.dcceew.gov.au/bowen/media-releases/more-ev-drivers-charge-cheap-power-homes-and-sell-back-grid,209.md,Yes,Funding and Grant Announcements
2026-05-29,"Cleaner, cheaper energy and cars drive down emissions",https://minister.dcceew.gov.au/bowen/media-releases/cleaner-cheaper-energy-and-cars-drive-down-emissions,210.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-26,Record renewables drive down bills,https://minister.dcceew.gov.au/bowen/media-releases/record-renewables-drive-down-bills,211.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-23,"Joint media release: Renewables to power 4 million households, backed by Albanese Government",https://minister.dcceew.gov.au/bowen/media-releases/joint-media-release-renewables-power-4-million-households-backed-albanese-government,212.md,Yes,Funding and Grant Announcements
2026-05-29,Why do dam repairs often fail?,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/why-do-dam-repairs-often-fail,213.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-27,Locust alert. Report activity now,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/locust-alert.-report-activity-now,214.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-26,Varroa mite chemical resistance in Victoria,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/varroa-mite-chemical-resistance-in-victoria,215.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-26,Twin lamb disease,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/twin-lamb-disease,216.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-25,To clean or not to clean? Managing dam sediment,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/to-clean-or-not-to-clean-managing-dam-sediment,217.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-25,Know the rules when spraying with drones,https://agriculture.vic.gov.au/about/media-centre/media-releases/2026-releases/know-the-rules-when-spraying-with-drones,218.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-27,Submissions invited on Mingara Recreation Club Seniors Housing,https://www.ipcn.nsw.gov.au/news/submissions-invited-mingara-recreation-club-seniors-housing,219.md,Yes,Consultation and Policy Design Opportunities
2026-05-29,"Increase Investment, Governance to Ensure All Africans Have Safely Managed Water, Sanitation Services, Secretary-General Urges Africa Dialogue Series",https://press.un.org/en/2026/sgsm23152.doc.htm,CLEANED,NO FILE,
2026-05-28,"Ukraine War Risks Spiralling Out of Control, Secretary-General Warns Security Council, Calls for Full, Unconditional Ceasefire",https://press.un.org/en/2026/sgsm23151.doc.htm,221.md,No,
2026-05-28,"Each Degree of Temperature Overshoot Brings Harm, Secretary-General Warns on World Environment Day, Calls for Rapid Shift to Renewables",https://press.un.org/en/2026/sgsm23150.doc.htm,CLEANED,NO FILE,
2026-05-28,"As UN80 Enters ‘Critical New Phase’ for Decisions, Delivery, Secretary-General Urges General Assembly to Support Reforms, Meet ‘Bedrock’ Treaty Obligations",https://press.un.org/en/2026/sgsm23149.doc.htm,223.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,"Creole Culture ‘Tells the Story of Humankind’, Secretary-General Says in Video Message to International Event",https://press.un.org/en/2026/sgsm23148.doc.htm,224.md,No,
2026-05-27,"Fight against Poverty Demands Urgent Reform of Unfair Global Financial System, Secretary-General Says in Message to Forum",https://press.un.org/en/2026/sgsm23147.doc.htm,CLEANED,NO FILE,
2026-05-26,"Secretary-General Appoints Mohamed El-Amine Souef of Comoros Special Representative for Central Africa, Head of UN Regional Office",https://press.un.org/en/2026/sga2416.doc.htm,CLEANED,NO FILE,
2026-05-26,"United Nations Charter Remains Humanity’s Best Hope for Peace, Secretary-General Tells Security Council, Urging Greater Action to Uphold its Purposes amid Profound Threats",https://press.un.org/en/2026/sgsm23146.doc.htm,CLEANED,NO FILE,
2026-05-25,Secretary-General Strongly Condemns Deadly Explosion Targeting Train in Pakistan,https://press.un.org/en/2026/sgsm23145.doc.htm,CLEANED,NO FILE,
2026-05-25,"Secretary-General Urges Reinvigorated Commitment to End Colonialism, Build Just, Inclusive Future, as Caribbean Regional Seminar on Decolonization Begins",https://press.un.org/en/2026/sgsm23144.doc.htm,CLEANED,NO FILE,
2026-05-27,Securing more fertiliser for Australian farmers,https://www.minister.industry.gov.au/ministers/timayres/media-releases/securing-more-fertiliser-australian-farmers,230.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-27,$5 million to support Liberty Bell Bay workers as preferred bidder named,https://www.minister.industry.gov.au/ministers/timayres/media-releases/5-million-support-liberty-bell-bay-workers-preferred-bidder-named,231.md,Yes,Funding and Grant Announcements
2026-05-27,Final bidders shortlisted in sale of Whyalla Steelworks,https://www.minister.industry.gov.au/ministers/timayres/media-releases/final-bidders-shortlisted-sale-whyalla-steelworks,232.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-25,Australia and UK partner to strengthen AI safety and security,https://www.minister.industry.gov.au/ministers/timayres/media-releases/australia-and-uk-partner-strengthen-ai-safety-and-security,233.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-25,Australia and UK partner to strengthen AI safety and security,https://www.minister.industry.gov.au/ministers/charlton/media-releases/australia-and-uk-partner-strengthen-ai-safety-and-security,CLEANED,NO FILE,
2026-05-29,Screening checks available for workers as $2.5 million Lung Bus Arrives in Tweed Heads,https://www.nsw.gov.au/ministerial-releases/screening-checks-available-for-workers-as-25-million-lung-bus-arrives-tweed-heads,235.md,Yes,"Compliance, Oversight, and Enforcement Actions"
2026-05-29,Shovels in the ground on $35 million Hillsborough Road upgrade,https://www.nsw.gov.au/ministerial-releases/construction-underway-hillsborough-road,236.md,No,
2026-05-29,Moama Ambulance Station opens,https://www.nsw.gov.au/ministerial-releases/moama-ambulance-station-opens,237.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Additional NSW Ambulance paramedics for Eden community,https://www.nsw.gov.au/ministerial-releases/more-paramedics-for-eden,CLEANED,NO FILE,
2026-05-29,Additional NSW Ambulance paramedics for Wentworth,https://www.nsw.gov.au/ministerial-releases/additional-nsw-ambulance-paramedics-for-wentworth,CLEANED,NO FILE,
2026-05-28,$65 million investment and more than 200 new jobs in Parkes,https://www.nsw.gov.au/ministerial-releases/65-million-investment-and-more-than-200-new-jobs-parkes,240.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Multicultural NSW CEO Joseph La Posta departs after almost a decade of service,https://www.nsw.gov.au/ministerial-releases/multicultural-nsw-ceo-joseph-la-posta-departs-after-almost-a-decade-of-service,241.md,No,
2026-05-28,Major win for the Hawkesbury communities as New Richmond Bridge reaches major milestone,https://www.nsw.gov.au/ministerial-releases/new-richmond-bridge-built-sooner,242.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,$12 million unlocked to deliver infrastructure in regional communities,https://www.nsw.gov.au/ministerial-releases/12-million-unlocked-to-deliver-infrastructure-regional-communities,243.md,Yes,Funding and Grant Announcements
2026-05-28,New support program to keep Aboriginal families safe in regional and remote NSW,https://www.nsw.gov.au/ministerial-releases/new-support-program-to-keep-aboriginal-families-safe-regional-and-remote-nsw,244.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-25,Prof Haymet delivers keynote address at Oceans of Data conference,https://www.chiefscientist.gov.au/news-and-media/prof-haymet-delivers-keynote-address-oceans-data-conference,245.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-30,IMF Executive Board Concludes 2026 Article IV Consultation with Fiji,https://www.imf.org/en/news/articles/2026/05/29/pr26178-fiji-imf-executive-board-concludes-2026-article-iv-consultation,246.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-30,IMF Executive Board Concludes 2026 Article IV Consultation and Mid-Term Review Under the Flexible Credit Line Arrangement with Costa Rica,https://www.imf.org/en/news/articles/2026/05/29/pr26177-costa-rica-exec-board-concludes-2026-aiv-consult-mid-term-review-fcl-arrangement,247.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-30,"Joint Statement by the Heads of the International Energy Agency, International Monetary Fund, World Bank Group and World Trade Organization",https://www.imf.org/en/news/articles/2026/05/29/pr26176-joint-statement-by-heads-of-iea-imf-wbg-and-wto,248.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-29,Transcript: Press Conference on the IMF Executive Board Completion of the Combined Fifth and Sixth Reviews for the Extended Fund Facility with Sri Lanka,https://www.imf.org/en/news/articles/2026/05/28/tr-05282026-press-conference-imf-completion-combined-5th-and-6th-rev-for-eff-sri-lanka,249.md,Yes,"Ministerial, Diplomatic, and International Engagements"
2026-05-29,The Gambia: IMF Staff Complete 2026 Article IV Consultation and Reach Staff-Level Agreement on the Fifth Review Under the Extended Credit Facility Arrangement and the Second Review under the Resilience and Sustainability Facility Arrangement,https://www.imf.org/en/news/articles/2026/05/28/pr26173-the-gambia-staff-complete-2026-aiv-consult-reach-sla-5th-review-ecf-2nd-review-rsf,250.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,IMF Executive Board Concludes 2026 Article IV Consultation with Greece,https://www.imf.org/en/news/articles/2026/05/27/pr26169-greece-imf-executive-board-concludes-2026-article-iv-consultation,251.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,Italy: Staff Concluding Statement of the 2026 Article IV Mission,https://www.imf.org/en/news/articles/2026/05/27/mcs-05262026-italy-staff-concluding-statement-of-the-2026-article-iv-mission,252.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-28,IMF Executive Board Completes the Combined Fifth and Sixth Reviews Under the Extended Fund Facility for Sri Lanka,https://www.imf.org/en/news/articles/2026/05/27/pr26172-sri-lanka-imf-completes-combined-5th-and-6th-reviews-under-eff,253.md,Yes,Funding and Grant Announcements
2026-05-29,Australian Government General Government Sector Monthly Financial Statements for April 2026,https://ministers.finance.gov.au/financeminister/media-release/2026/05/29/australian-government-general-government-sector-monthly-financial-statements-april-2026,254.md,No,
2026-05-29,From classroom to conservation: Monaro school students leave their mark on endangered dragons,https://www.environment.nsw.gov.au/news/classroom-conservation-monaro-school-students-leave-their-mark-endangered-dragons,255.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-27,Have you prepped for the first-ever NSW Dolphin Census this weekend?,https://www.environment.nsw.gov.au/news/have-you-prepped-first-nsw-dolphin-census,256.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-27,"$1.34 million in research grants to target fungus, fishways, frogs and foxes",https://www.environment.nsw.gov.au/news/over-one-million-research-grants-target-fungus-fishways-frogs-and-foxes,257.md,Yes,Funding and Grant Announcements
2026-05-27,30 years of Gundabooka National Park celebrated on Country,https://www.environment.nsw.gov.au/news/30-years-gundabooka-national-park-celebrated-country,258.md,Yes,"Community, First Nations, and Social Licence Initiatives"
2026-05-25,Environmental watering guide to support one of Australia’s most elusive waterbirds,https://www.environment.nsw.gov.au/news/environmental-watering-guide-support-one-australias-most-elusive-waterbirds,259.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy"
2026-05-29,Australian Government General Government Sector Monthly Financial Statements for April 2026,https://www.finance.gov.au/publications/commonwealth-monthly-financial-statements/2026/mfs-april,CLEANED,NO FILE,
2026-05-27,PGPA Newsletter 117,https://www.finance.gov.au/about-us/news/2026/pgpa-newsletter-117,CLEANED,NO FILE,
2026-05-29,Victoria's Big Build,https://bigbuild.vic.gov.au/news/victorias-big-build/big-winter-of-works,262.md,No,
2026-05-28,Airport Rail works take off in Tottenham,https://bigbuild.vic.gov.au/news/melbourne-airport-rail/checking-out-tottenham,263.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-24,TBM Zelda breakthrough in Bulleen,https://bigbuild.vic.gov.au/news/north-east-link/tbm-zelda-breakthrough-in-bulleen,264.md,No,
2026-05-27,Universities and TAFEs improve financial controls,https://audit.wa.gov.au/wp-content/uploads/2026/05/Universities-and-TAFEs-improve-financial-controls.pdf,FAILED,NO FILE,
2026-05-27,Commission seeks input on digital action plan for water sector,https://environment.ec.europa.eu/news/commission-seeks-input-digital-action-plan-water-sector-2026-05-27_en,266.md,Yes,Consultation and Policy Design Opportunities
2026-05-27,Securing more fertiliser for Australian farmers,https://www.trademinister.gov.au/minister/don-farrell/media-release/securing-more-fertiliser-australian-farmers,CLEANED,NO FILE,
2026-05-25,Regulator reduces Victorian default electricity prices,https://www.esc.vic.gov.au/media-centre/regulator-reduces-victorian-default-electricity-prices,268.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-27,Full historical CARRA2 data release offers new insights into Arctic extremes,https://climate.copernicus.eu/full-historical-carra2-data-release-offers-new-insights-arctic-extremes,269.md,Yes,"Reports, Data Releases, and Analytical Insights"
2026-05-30,50 years of the SES in Tasmania,https://www.premier.tas.gov.au/latest-news/2026/may/50-years-of-the-ses-in-tasmania,270.md,Yes,Misc
2026-05-30,Tasmania’s skies light up this Cracker Night,https://www.premier.tas.gov.au/latest-news/2026/may/tasmanias-skies-light-up-this-cracker-night,271.md,No,
2026-05-30,Release of tender for North West Mental Health Precinct,https://www.premier.tas.gov.au/latest-news/2026/may/release-of-tender-for-north-west-mental-health-precinct,272.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Work to deliver safer rentals continues,https://www.premier.tas.gov.au/latest-news/2026/may/work-to-deliver-safer-rentals-safer-continues,273.md,Yes,Legislative and Statutory Developments
2026-05-29,Delivering high-quality ADHD care through general practice,https://www.premier.tas.gov.au/latest-news/2026/may/delivering-high-quality-adhd-care-through-general-practice,274.md,Yes,State and Local Government Programs
2026-05-29,Progressing our commitment to expand the Launceston General Hospital ED,https://www.premier.tas.gov.au/latest-news/2026/may/progressing-our-commitment-to-expand-the-launceston-general-hospital-ed,275.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Tasmanians to pay the price for Labor’s red tape,https://www.premier.tas.gov.au/latest-news/2026/may/tasmanians-to-pay-the-price-for-labors-red-tape,276.md,Yes,Parliamentary and Political Proceedings
2026-05-28,Pitching a home for football in Tasmania,https://www.premier.tas.gov.au/latest-news/2026/may/pitching-a-home-for-football-in-tasmania,277.md,No,
2026-05-28,Strengthening our responses to family violence,https://www.premier.tas.gov.au/latest-news/2026/may/strengthening-our-responses-to-family-violence,278.md,Yes,Legislative and Statutory Developments
2026-05-27,Tasmania receives global recognition in foodie destination list,https://www.premier.tas.gov.au/latest-news/2026/may/tasmania-receives-global-recognition-in-foodie-destination-list,279.md,No,
2026-05-27,$5 million to support Liberty Bell Bay workers as preferred bidder named,https://www.premier.tas.gov.au/latest-news/2026/may/$5-million-to-support-liberty-bell-bay-workers-as-preferred-bidder-named2,CLEANED,NO FILE,
2026-05-27,Wille’s thought bubble sinks without a trace,https://www.premier.tas.gov.au/latest-news/2026/may/willes-thought-bubble-sinks-without-a-trace,281.md,No,
2026-05-29,Funding: Calls for projects and proposals,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/funding-calls-projects-and-proposals,282.md,Yes,Funding and Grant Announcements
2026-05-29,Do you know about the revised Waste Shipment Regulation?,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/do-you-know-about-revised-waste-shipment-regulation,283.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-29,Business statement calling for coordinated policy action to enable a more circular fashion industry,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/business-statement-calling-coordinated-policy-action-enable-more-circular-fashion-industry-0,284.md,Yes,Legislative and Statutory Developments
2026-05-27,RTSI 2026: call for contributions!,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/rtsi-2026-call-contributions,285.md,Yes,Consultation and Policy Design Opportunities
2026-05-28,Submission on National Guideline for Lithium-ion Battery Waste Management,https://alga.com.au/submission-on-national-guideline-for-lithium-ion-battery-waste-management/,286.md,Yes,Consultation and Policy Design Opportunities
2026-05-26,President’s Update – May 2026,https://alga.com.au/presidents-update-may-2026/,287.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments"
2026-05-28,Media Release: Councils must be included in national housing reform discussions,https://alga.com.au/media-release-councils-must-be-included-in-national-housing-reform-discussions/,288.md,Yes,Parliamentary and Political Proceedings
2026-05-28,Business investment booming under Labor,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/business-investment-booming-under-labor,289.md,No,
2026-05-28,Government introduces first tranche of tax reform legislation,https://ministers.treasury.gov.au/ministers/jim-chalmers-2022/media-releases/government-introduces-first-tranche-tax-reform,290.md,Yes,Legislative and Statutory Developments
